lwmainid,DR_Num,Arizona_Statute_Code,Charge_Description,Attempted_Or_Completed,Report_Date,Date_Occurred,Time_Occurred,Date_Found,Time_Found,District,Beat,Zone,Officer,Location,City,State,Case_Status_Code,Case_Status_Description
655241,22-02862  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/06/2022,02/05/2022,2100,02/06/2022,1130,D2,06,904,"JOy, B.  (B1470)",N Scottsdale Rd / E Shoeman Ln,Scottsdale,AZ,INAC,Inactive
655242,22-02863  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,02/06/2022,02/06/2022,1759,02/06/2022,1759,D1,02,407,"Farkas, E.  (1529)",E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655245,22-02865  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,02/06/2022,02/06/2022,1947,02/06/2022,1947,D2,07,1102,"Hawley, C.  (1577)",E Camelback Rd,Scottsdale,AZ,LFP,Long Form Pending
655246,22-02867  ,13-1802A1,Theft -- From Building,Completed,02/06/2022,01/01/2022,1744,01/13/2022,1744,D4,20,4501,"Kane, T.  (563)",E Whispering Mesquite Tr,Scottsdale,AZ,INAC,Inactive
655247,22-02866  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,02/06/2022,02/06/2022,1938,02/06/2022,1938,D4,19,3801,"Livingston, T.  (1576)",N Hayden Rd / E Thompson Peak Py,Scottsdale,AZ,CBA,Cleared By Arrest
655250,22-02869  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,02/06/2022,02/06/2022,2108,02/06/2022,2108,D3,12,3006,"Kauffman, C.  (1487)",E Shea Bl,Scottsdale,AZ,INAC,Inactive
655251,22-02870  ,13-1805A5,Shoplifting-Concealment,Completed,02/06/2022,02/06/2022,2120,02/06/2022,2125,D2,06,905,"Mason, F.  (B1531)",E Indian School Rd,Scottsdale,AZ,INAC,Inactive
655252,22-02871  ,13-1805A5,Shoplifting-Concealment,Completed,02/06/2022,02/06/2022,2143,02/06/2022,2143,D3,13,2908,"Hartman, B.  (1479)",N 90th St,Scottsdale,AZ,CBA,Cleared By Arrest
655254,22-02872  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,02/06/2022,02/06/2022,2224,02/06/2022,2224,D2,05,1108,"Garcia-Lopez, C.  (1509)",E Rancho Vista DR,Scottsdale,AZ,INAC,Inactive
655255,22-02873  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,02/06/2022,02/06/2022,2200,02/06/2022,2236,D1,02,412,"Fellows, D.  (1268)",N Granite Reef Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655256,22-02874  ,13-1203A3,Assault-Touched to Injure,Completed,02/06/2022,02/06/2022,2340,02/06/2022,2340,D3,13,3007,"Chorneyko, J.  (1616)",E Shea Bl,Scottsdale,AZ,INAC,Inactive
655258,22-02876  ,13-1203A3,Assault-Touched to Injure,Completed,02/07/2022,02/07/2022,0016,02/07/2022,0016,D2,06,904,"Vazquez, J.  (1515)",N Saddlebag Tr,Scottsdale,AZ,CBA,Cleared By Arrest
655260,22-02878  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,02/07/2022,02/07/2022,0117,02/07/2022,0117,D2,06,904,"Vazquez, J.  (1515)",E Shoeman Ln,Scottsdale,AZ,CBA,Cleared By Arrest
655261,22-02879  ,13-1201A,Endangerment,Completed,02/07/2022,02/07/2022,0029,02/07/2022,0029,D1,01,301,"Huynh, T.  (1601)",E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655262,22-02880  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,02/07/2022,02/07/2022,0211,02/07/2022,0211,D1,01,101,"Huynh, T.  (1601)",N 73rd Pl / E Garfield St,Scottsdale,AZ,LFF,Long Form Filed
655263,22-02881  ,20-31B12,Park Closed 2230-Sunrise,Completed,02/07/2022,02/07/2022,0333,02/07/2022,0333,D2,08,2104,"Lutz, C.  (1375)",N Hayden Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655264,22-02882  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,02/07/2022,02/07/2022,0338,02/07/2022,0338,D1,02,410,"Farner, K.  (1584)",E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655266,22-02885  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/07/2022,02/05/2022,1800,02/07/2022,0630,D2,06,906,"Schurr, D.  (601)",E Montecito Av,Scottsdale,AZ,INAC,Inactive
655267,22-02886  ,28-701.02A2,Exceed Limit By More Than 20mph,Completed,02/07/2022,02/07/2022,0740,02/07/2022,0740,D3,10,2601,"Olson, T.  (1121)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655268,22-02887  ,DEATH,Death Investigation,Completed,02/07/2022,02/04/2022,1730,02/07/2022,0824,D3,09,2401,"Olson, T.  (1121)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655269,22-02888  ,25-8A,Unlawful Consumption of Marijuana While Driving/Operating,Completed,02/07/2022,02/07/2022,0840,02/07/2022,0840,D4,19,3801,"Crause, S.  (719)",N Hayden Rd / E Mayo Bl,Scottsdale,AZ,CBA,Cleared By Arrest
655270,22-02889  ,13-1802A1,Theft -- From Building,Completed,02/07/2022,01/16/2022,2030,01/28/2022,1700,D3,14,3011,"Hawkinson, S.  (B1251)",E Mercer Ln,Scottsdale,AZ,INAC,Inactive
655271,22-02890  ,13-1507A,Burglary 2nd Degree -- Residential,Completed,02/07/2022,02/07/2022,0902,02/07/2022,0902,D4,19,3801,"Abernethy, C.  (B1631)",E Thompson Peak Py,Scottsdale,AZ,INAC,Inactive
655274,22-02893  ,13-2008A,Taking Identity of Another,Completed,02/07/2022,02/07/2022,1000,02/07/2022,1000,D4,17,3404,"Schurr, D.  (601)",N 100th St,Scottsdale,AZ,INAC,Inactive
655275,22-02894  ,IMPOUND,Impound Property,Completed,02/06/2022,02/06/2022,1754,02/06/2022,1754,D2,05,811,"Powell, R.  (872)",E Indianola Av,Scottsdale,AZ,INAC,Inactive
655276,22-02896  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,02/07/2022,02/07/2022,1003,02/07/2022,1003,D1,02,709,"Ashton, M.  (1119)",N Hayden Rd,Scottsdale,AZ,LFF,Long Form Filed
655277,22-02895  ,IMPOUND,Impound Property,Completed,02/07/2022,02/05/2022,0600,02/05/2022,1100,D2,06,806,"Bingham, K.  (740)",E Indian School Rd,Scottsdale,AZ,INAC,Inactive
655278,22-02897  ,13-1507A,Burglary 2nd Degree -- Residential,Completed,02/07/2022,02/04/2022,1600,02/07/2022,0700,D4,17,3405,"Hawkinson, S.  (B1251)",E Raintree DR,Scottsdale,AZ,ACTI,Further Investigation
655282,22-02899  ,13-2008A,Taking Identity of Another,Completed,02/07/2022,01/16/2022,1131,01/17/2022,1131,D3,14,3117,"Schurr, D.  (601)",E Laurel Ln,Scottsdale,AZ,INAC,Inactive
655283,22-02900  ,13-2310A,Fraudulent Schemes/Artifices,Completed,02/07/2022,02/02/2022,0800,02/05/2022,0900,D2,07,901,"Wolken, C.  (B1725)",E Lafayette Bl,Scottsdale,AZ,INAC,Inactive
655284,22-02901  ,13-1805A1,Shoplifting-Removal of Goods,Completed,02/07/2022,02/06/2022,1730,02/06/2022,1741,D4,15,3601,"Duarte, M.  (1623)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655285,22-02902  ,13-1805A1,Shoplifting-Removal of Goods,Completed,02/07/2022,01/12/2022,2025,01/12/2022,2035,D4,16,3605,"Wolken, C.  (B1725)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
655287,22-02904  ,MED,Medical,Completed,02/07/2022,02/07/2022,1126,02/07/2022,1126,D4,17,3306,"Marks, D.  (1617)",E Sharon DR,Scottsdale,AZ,INAC,Inactive
655288,22-02906  ,13-1802A1,Theft -- From Building,Completed,02/07/2022,02/07/2022,1119,02/07/2022,1119,D3,10,2606,"Olson, T.  (1121)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
655289,22-02907  ,13-2105A2,Fraudulent Use of Credit Card-Obtain Goods or Services,Completed,02/07/2022,02/06/2022,1230,02/07/2022,0600,D1,01,103,"Wolken, C.  (B1725)",N Miller Rd,Scottsdale,AZ,INAC,Inactive
655291,22-02908  ,13-2310A,Fraudulent Schemes/Artifices,Completed,02/07/2022,01/31/2022,1715,01/31/2022,1800,D4,18,3802,"Ostrem, J.  (B1733)",N 90th Wy,Scottsdale,AZ,INAC,Inactive
655292,22-02910  ,13-1406A,Sexual Assault - Oral or Anal Sex,Completed,02/07/2022,02/07/2021,1147,02/07/2022,1147,D2,06,906,"Tagert, J.  (1595)",N 78th St,Scottsdale,AZ,INAC,Inactive
655293,22-02911  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/07/2022,01/25/2022,0100,01/26/2022,1200,D1,04,703,"Valenzuela, C.  (1248)",N 66th St,Scottsdale,AZ,INAC,Inactive
655294,22-02913  ,13-1602A1,Criminal Damage-Deface,Completed,02/07/2022,02/04/2022,1600,02/07/2022,0630,D2,06,904,"Egan, L.  (B1736)",N 75th St,Scottsdale,AZ,INAC,Inactive
655296,22-02914  ,28-3473A,Suspended/Revoked D.L.,Completed,02/07/2022,02/07/2022,1453,02/07/2022,1453,D3,11,2904,"Rumann, J.  (1600)",E Gold Dust Av / N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655297,22-02915  ,13-1507A,Burglary 2nd Degree -- Residential,Completed,02/07/2022,01/16/2022,1000,02/07/2022,1130,D4,16,3205,"Hawkinson, S.  (B1251)",E Charter Oak DR,Scottsdale,AZ,INAC,Inactive
655299,22-02917  ,13-2310A,Fraudulent Schemes/Artifices,Completed,02/07/2022,02/07/2022,1500,02/07/2022,1500,D1,02,409,"Delash, T.  (1381)",E Palm Ln,Scottsdale,AZ,INAC,Inactive
655300,22-02918  ,28-1383A4,Aggravated DUI-While Req to Have Ignition Interlock,Completed,02/07/2022,02/07/2022,1509,02/07/2022,1509,D3,11,2902,"Rumann, J.  (1600)",N Scottsdale Rd,Scottsdale,AZ,LFP,Long Form Pending
655301,22-02919  ,13-1805A1,Shoplifting-Removal of Goods,Completed,02/07/2022,02/07/2022,1531,02/07/2022,1531,D2,07,902,"Browning, D.  (1594)",E Camelback Rd,Scottsdale,AZ,ACTI,Further Investigation
655302,22-02920  ,28-701.02A2,Exceed Limit By More Than 20mph,Completed,02/07/2022,02/07/2022,1555,02/07/2022,1555,D1,04,402,"Trapasso, J.  (1610)",N 68th St / E Palm Ln,Scottsdale,AZ,CBA,Cleared By Arrest
655303,22-02921  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,02/07/2022,02/07/2022,1539,02/07/2022,1539,D4,15,3601,"Van Kirk, M.  (1524)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655304,22-02922  ,13-1404A,"Sexual Abuse - Improper Touch, Fondle",Completed,02/07/2022,02/07/2022,0100,02/07/2022,0100,D2,06,904,"Browning, D.  (1594)",N Saddlebag Tr,Scottsdale,AZ,INAC,Inactive
655305,22-02923  ,13-1802A1,Theft -- Other Larceny,Completed,02/07/2022,02/06/2022,1500,02/07/2022,1500,D1,01,304,"Sodeman, L.  (B1150)",N Miller Rd,Scottsdale,AZ,INAC,Inactive
655306,22-02924  ,13-1802A1,Theft -- Other Larceny,Completed,02/07/2022,02/07/2022,1555,02/07/2022,1555,D2,07,1002,"Sodeman, L.  (B1150)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
655307,22-02925  ,13-1805A1,Shoplifting-Removal of Goods,Completed,02/07/2022,02/07/2022,1656,02/07/2022,1656,D4,16,3605,"Lackowski, A.  (1537)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
655308,22-02926  ,13-1802A1,Theft -- Other Larceny,Completed,02/07/2022,02/06/2022,1855,02/07/2022,1403,D1,01,107,"Sodeman, L.  (B1150)",N Granite Reef Rd,Scottsdale,AZ,INAC,Inactive
655309,22-02927  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,02/07/2022,02/07/2022,1725,02/07/2022,1725,D2,05,812,"Browning, D.  (1594)",N Hayden Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655310,22-02929  ,28-3473A,Suspended/Revoked D.L.,Completed,02/07/2022,02/07/2022,1746,02/07/2022,1746,D3,13,3007,"Fogg, W.  (1561)",N 90th St / E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
655311,22-02930  ,13-1602A1,Criminal Damage-Deface,Completed,02/07/2022,02/07/2022,0800,02/07/2022,1730,D4,17,3306,"Romero, A.  (1599)",E Thunderbird Rd,Scottsdale,AZ,INAC,Inactive
655312,22-02931  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/07/2022,02/04/2022,1830,02/07/2022,1746,D1,03,705,"Farkas, E.  (1529)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655313,22-02933  ,13-2810A2,Interfere W/Court Order-Viol Court Order,Completed,02/07/2022,02/07/2022,1840,02/07/2022,1840,D3,10,2607,"Sodeman, L.  (B1150)",N Via Paseo Del Norte,Scottsdale,AZ,INAC,Inactive
655314,22-02932  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,02/07/2022,02/07/2022,1853,02/07/2022,1853,D3,12,3003,"Fleming, A.  (1568)",E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
655315,22-02936  ,13-1805A1,Shoplifting-Removal of Goods,Completed,02/07/2022,02/07/2022,1922,02/07/2022,1922,D1,03,607,"Farkas, E.  (1529)",N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
655316,22-02937  ,13-1805A1,Shoplifting-Removal of Goods,Completed,02/07/2022,02/07/2022,1911,02/07/2022,1911,D4,16,3605,"Sodeman, L.  (B1150)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
655317,22-02938  ,13-1802A1,Theft -- Other Larceny,Completed,02/07/2022,02/07/2022,1946,02/07/2022,1946,D1,03,606,"Wolken, C.  (B1725)",N 70th St,Scottsdale,AZ,INAC,Inactive
655320,22-02941  ,28-701.02A3,Exceed 85 mph,Completed,02/07/2022,02/07/2022,2130,02/07/2022,2130,D4,20,4201,"Wilson, D.  (1216)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655321,22-02942  ,28-2531B1,Fictitious/Stolen/Altered/Suspended Plate,Completed,02/07/2022,02/07/2022,2102,02/07/2022,2102,D4,19,3801,"Romero, A.  (1599)",N Hayden Rd,Scottsdale,AZ,LFF,Long Form Filed
655322,22-02943  ,MED,Medical,Completed,02/07/2022,02/07/2022,1700,02/07/2022,1746,D4,20,4701,"Romero, A.  (1599)",N Tom Morris Rd,Scottsdale,AZ,INAC,Inactive
655323,22-02944  ,30 DAY TOW IMPOUND,30 Day Tow Impound,Completed,02/07/2022,02/07/2022,2220,02/07/2022,2220,D4,15,3203,"Matthew, C.  (1326)",E Cactus Rd / N Hayden Rd,Scottsdale,AZ,INAC,Inactive
655325,22-02945  ,DEATH,Death Investigation,Completed,02/07/2022,02/07/2022,2355,02/07/2022,2355,D1,04,401,"Bayfield, J.  (1612)",N 66th St,Scottsdale,AZ,INAC,Inactive
655327,22-02946  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,02/08/2022,02/08/2022,0048,02/08/2022,0048,D1,03,706,"Cariveau, M.  (1603)",N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
655331,22-02947  ,20-31B12,Park Closed 2230-Sunrise,Completed,02/08/2022,02/08/2022,0123,02/08/2022,0123,D2,08,2104,"Lejander, J.  (1609)",N Hayden Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655332,22-02948  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/08/2022,0310,02/08/2022,0314,D2,05,1109,"Ortiz, M.  (1501)",E Northland DR,Scottsdale,AZ,INAC,Inactive
655333,22-02949  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/07/2022,2230,02/08/2022,0430,D1,01,307,"Hawkinson, S.  (B1251)",N 85th Pl,Scottsdale,AZ,INAC,Inactive
655335,22-02950  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/07/2022,1600,02/08/2022,0430,D2,05,910,"Iwan, M.  (B1603)",E Montecito Av,Scottsdale,AZ,INAC,Inactive
655336,22-02951  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,02/08/2022,02/08/2022,0700,02/08/2022,0726,D1,03,706,"McDonough, J.  (768)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655337,22-02953  ,13-1602A1,Criminal Damage-Deface,Completed,02/08/2022,02/07/2022,1915,02/08/2022,0700,D3,14,3117,"Hatch-Millis, V.  (1220)",N Frank Lloyd Wright Bl,Scottsdale,AZ,INAC,Inactive
655338,22-02955  ,13-2108A1,Fraud-Goods/Services With Credit Card,Completed,02/08/2022,02/07/2022,0852,02/08/2022,0852,D2,06,1103,"Randall, S.  (1198)",N 74th St,Scottsdale,AZ,INAC,Inactive
655339,22-02956  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/07/2022,2000,02/08/2022,0830,D2,05,910,"Schurr, D.  (601)",E Montecito Av,Scottsdale,AZ,INAC,Inactive
655340,22-02957  ,13-1814A1,Theft of Means of Transportation,Completed,02/08/2022,02/07/2022,1300,02/08/2022,0746,D1,03,405,"Rauch, B.  (877)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655342,22-02960  ,13-2008A,Taking Identity of Another,Completed,02/08/2022,05/20/2020,0800,01/20/2022,1500,D3,11,2904,"Hawkinson, S.  (B1251)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655345,22-02963  ,13-1602A1,Criminal Damage-Deface,Completed,02/08/2022,02/08/2022,1004,02/08/2022,1004,D1,04,703,"Best, R.  (887)",N 66th St,Scottsdale,AZ,CBA,Cleared By Arrest
655346,22-02965  ,13-1506A1,Burglary - Motor Vehicle Parts/Acc,Completed,02/08/2022,02/07/2022,1700,02/08/2022,0800,D1,01,307,"Smyth, W.  (B699)",E Belleview St,Scottsdale,AZ,INAC,Inactive
655347,22-02966  ,13-1203A3,Assault-Touched to Injure,Completed,02/08/2022,02/08/2022,1030,02/08/2022,1030,D2,05,909,"Powell, R.  (872)",E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655348,22-02964  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,02/08/2022,02/08/2022,1022,02/08/2022,1022,D4,16,3605,"Hawkinson, S.  (B1251)",L101 Frontage Rd Sb,Scottsdale,AZ,INAC,Inactive
655349,22-02967  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/07/2022,1030,02/08/2022,0630,D2,05,910,"Schurr, D.  (601)",E Montecito Av,Scottsdale,AZ,INAC,Inactive
655354,22-02971  ,13-1602A2,Criminal Damage-Tamper,Completed,02/08/2022,02/08/2022,1146,02/08/2022,1146,D1,02,709,"Delash, T.  (1381)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
655355,22-02973  ,13-1203A1,Assault-Intentional/Recklessly Injure-Dv,Completed,02/08/2022,02/07/2022,0100,02/07/2022,0100,D1,01,107,"Hanser, J.  (1385)",N Granite Reef Rd,Scottsdale,AZ,ACTI,Further Investigation
655355,22-02973  ,13-1204B,Agg Aslt Dv-Impede Breathing,Completed,02/08/2022,02/07/2022,0100,02/07/2022,0100,D1,01,107,"Hanser, J.  (1385)",N Granite Reef Rd,Scottsdale,AZ,ACTI,Further Investigation
655356,22-02974  ,SEXCRIMEOTHER,Sex Crime - Other Jurisdiction,Completed,02/08/2022,02/08/2022,1049,02/08/2022,1049,D2,07,903,"Parker, A.  (650)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655357,22-02975  ,13-1802A3,Theft- Misrepresent / Embezzle,Completed,02/08/2022,10/22/2017,1008,10/22/2021,1008,D2,07,801,"Eavenson, G.  (B1608)",E Indian School Rd,Scottsdale,AZ,ACTI,Further Investigation
655358,22-02976  ,13-2310A,Fraudulent Schemes/Artifices,Completed,02/08/2022,01/30/2022,1205,02/08/2022,1205,D4,15,3501,"Eavenson, G.  (B1608)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655359,22-02977  ,13-1802A1,Theft -- Other Larceny,Completed,02/08/2022,02/08/2022,1000,02/08/2022,1015,D2,08,2104,"Iwan, M.  (B1603)",N 81st Pl,Scottsdale,AZ,INAC,Inactive
655366,22-02984  ,13-2008A,Taking Identity of Another,Completed,02/08/2022,01/14/2022,1333,02/07/2022,1333,D2,05,1109,"Schurr, D.  (601)",E Minnezona Av,Scottsdale,AZ,INAC,Inactive
655367,22-02985  ,13-1802A1,Theft -- From Building,Completed,02/08/2022,12/01/2020,0800,05/01/2021,0800,D4,18,3802,"Hawkinson, S.  (B1251)",E Thompson Peak Py,Scottsdale,AZ,INAC,Inactive
655369,22-02986  ,IMPOUND,Impound Property,Completed,02/08/2022,02/08/2022,1328,02/08/2022,1328,D3,14,3118,"Mitchell, P.  (682)",E Sahuaro DR,Scottsdale,AZ,INAC,Inactive
655370,22-02987  ,13-1814A1,Theft of Means of Transportation,Completed,02/08/2022,02/05/2022,1200,02/06/2022,1800,D4,19,3801,"Teeter, E.  (1180)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655374,22-02991  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,02/08/2022,02/04/2022,1406,02/08/2022,1406,D3,13,2805,"Oleksik, K.  (1496)",N 91st St,Scottsdale,AZ,CBE,Cleared By Exception
655375,22-02992  ,13-1802A3,Theft- Misrepresent / Embezzle,Completed,02/08/2022,01/24/2022,1332,02/02/2022,1332,D3,14,3117,"Eavenson, G.  (B1608)",E Via Linda,Scottsdale,AZ,INAC,Inactive
655376,22-02993  ,13-3019A1,Unlawfully View/Tape/Record Person,Completed,02/08/2022,02/08/2022,1237,02/08/2022,1243,D4,15,3601,"Maki, J.  (1262)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
655377,22-02994  ,13-1802A6,Theft-Obtain Service Without Paying,Completed,02/08/2022,02/08/2022,1510,02/08/2022,1510,D1,01,304,"Delash, T.  (1381)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
655378,22-02804  ,28-662A1,Accidents - Fail to Stop-Damage Attended Vehicle,Completed,02/06/2022,02/06/2022,0058,02/06/2022,0058,D2,07,805,"Mathis, C.  (1578)",E Indian School Rd / N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
655379,22-02995  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,02/08/2022,02/08/2022,1418,02/08/2022,1418,D3,13,2908,"Gil Canche, M.  (1392)",N 90th St / E Cochise DR,Scottsdale,AZ,LFF,Long Form Filed
655380,22-02996  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/07/2022,1530,02/08/2022,0930,D2,05,1106,"Eavenson, G.  (B1608)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
655381,22-02997  ,13-1802A1,Theft -- Other Larceny,Completed,02/08/2022,02/04/2022,0700,02/04/2022,1700,D4,17,3406,"Sodeman, L.  (B1150)",E Redfield Rd,Scottsdale,AZ,INAC,Inactive
655382,22-02998  ,13-1506A1,Burglary 3rd Degree -- Commercial Building,Attempted,02/08/2022,02/08/2022,1456,02/08/2022,1456,D3,10,2607,"Fleming, A.  (1568)",E Via Paseo Del Norte,Scottsdale,AZ,INAC,Inactive
655383,22-02999  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,02/08/2022,02/08/2022,1646,02/08/2022,1646,D4,19,3701,"McCann, C.  (1273)",N Hayden Rd,Scottsdale,AZ,CBA,Cleared By Arrest
655385,22-03000  ,13-1802A1,Theft -- Pocket Pick,Completed,02/08/2022,02/08/2022,1230,02/08/2022,1250,D4,16,3605,"Sodeman, L.  (B1150)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
655386,22-03001  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/08/2022,1655,02/08/2022,1655,D4,18,3802,"Tucker, K.  (1517)",N Thompson Peak Py,Scottsdale,AZ,INAC,Inactive
655387,22-03002  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,02/08/2022,02/03/2022,1500,02/08/2022,1500,D3,11,2905,"Sodeman, L.  (B1150)",E Morgan Tr,Scottsdale,AZ,INAC,Inactive
655388,22-03003  ,13-2008A,Taking Identity of Another,Completed,02/08/2022,01/22/2022,0700,02/08/2022,1557,D3,11,2701,"Eavenson, G.  (B1608)",E Doubletree Ranch Rd,Scottsdale,AZ,INAC,Inactive
655389,22-03004  ,13-1802A1,Theft -- Other Larceny,Completed,02/08/2022,02/08/2022,1109,02/08/2022,1109,D2,08,2106,"Sodeman, L.  (B1150)",E Chaparral Rd,Scottsdale,AZ,INAC,Inactive
655390,22-03005  ,13-1202A2,Threaten/Intimidate-Public Inconvenience,Completed,02/08/2022,02/08/2022,1622,02/08/2022,1622,D4,17,3306,"Owens, J.  (1419)",N 92nd St,Scottsdale,AZ,LFF,Long Form Filed
655391,22-03006  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/08/2022,1339,02/08/2022,1339,1,01,307,"Cabrera, D.  (1543)",E Belleview St,Scottsdale,AZ,INAC,Inactive
655392,22-03007  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,02/08/2022,02/08/2022,1742,02/08/2022,1742,D4,16,3402,"Law, N.  (1443)",L101 / E Thunderbird Rd,Scottsdale,AZ,INAC,Inactive
655393,22-03008  ,13-2310A,Fraudulent Schemes/Artifices,Completed,02/08/2022,02/08/2022,1430,02/08/2022,1430,D2,07,903,"Sodeman, L.  (B1150)",E 5th Av,Scottsdale,AZ,INAC,Inactive
655394,22-03009  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/08/2022,1600,02/08/2022,1745,D4,20,4105,"Eavenson, G.  (B1608)",N 128th St,Scottsdale,AZ,INAC,Inactive
655395,22-03012  ,13-2921A1,Harassment By Communication,Completed,02/08/2022,02/08/2022,2019,02/08/2022,2019,D3,13,3007,"Jensen, J.  (1590)",E Becker Ln,Scottsdale,AZ,INAC,Inactive
655396,22-03013  ,WARRANT,Warrant - Misd - Other Jurisdiction,Completed,02/08/2022,02/08/2022,2129,02/08/2022,2129,D3,13,3112,"Simpson, J.  (1560)",N 91st Pl / E Laurel Ln,Scottsdale,AZ,CBA,Cleared By Arrest
655397,22-03014  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,02/08/2022,02/08/2022,2225,02/08/2022,2153,D3,10,2501,"Cappucci, A.  (1132)",E Indian Bend Rd / N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
655398,22-03015  ,13-1506A1,Burglary - Motor Vehicle,Completed,02/08/2022,02/07/2022,0930,02/08/2022,1030,D1,01,307,"Biland, M.  (1547)",E Belleview St,Scottsdale,AZ,INAC,Inactive
655399,22-03016  ,MISSING PERSON A,Missing Person Adult,Completed,02/08/2022,02/06/2022,2315,02/08/2022,1816,D1,01,307,"Fellows, D.  (1268)",N 85th Pl,Scottsdale,AZ,INAC,Inactive
655400,22-03017  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,02/08/2022,02/08/2022,2250,02/08/2022,2308,D2,07,804,"Gomez, A.  (1586)",E Indian School Rd,Scottsdale,AZ,INAC,Inactive
655401,22-03018  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,02/09/2022,02/09/2022,0014,02/09/2022,0014,D2,07,803,"McCann, C.  (1273)",E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
